Probe,chrom,chromStart,chromEnd,s,v,d,tss,g
RP11-546K22.3,8,51947784,51952784,+,-2.0826468,5000,51950284,8051950284
RP11-546K22.,8,51958958,51963958,+,-2.294151,5000,51961458,8051961458
RP11-546K22.2,8,52005855,52010855,-,-2.0826468,5000,52008355,8052008355
RP11-26M5.3,8,52148320,52153320,+,-2.4546156,5000,52150820,8052150820
RP11-26M5.2,8,52191862,52196862,+,-3.9571161,5000,52194362,8052194362
RP11-1023P17.2,8,52291955,52296955,+,-2.8416388,5000,52294455,8052294455
ST18,8,52407243,52412243,-,-2.6351879,5000,52409743,8052409743
FAM150A,8,52563007,52568007,-,0.27810046,5000,52565507,8052565507
RB1CC,8,52711932,52716932,-,-0.6351879,5000,52714432,8052714432
CTD-3214K23.,8,52720403,52725403,+,-2.8416388,5000,52722903,8052722903
NPBWR,8,52935931,52940931,+,1.4004359,5000,52938431,8052938431
RP11-162D9.3,8,53175071,53180071,+,-4.2201505,5000,53177571,8053177571
RP11-1081M5.2,8,53388372,53393372,-,-2.1497612,5000,53390872,8053390872
RP11-1081M5.,8,53393446,53398446,-,-1.8416387,5000,53395946,8053395946
RP11-400K9.3,8,53512670,53517670,+,-2.4546156,5000,53515170,8053515170
RP11-400K9.4,8,53521431,53526431,-,-2.8416388,5000,53523931,8053523931
ATP6V1H,8,53841058,53846058,-,-1.2566763,5000,53843558,8053843558
RGS2,8,53849308,53854308,+,-2.4546156,5000,53851808,8053851808
RP11-1070A24.2,8,53874149,53879149,-,1.2717026,5000,53876649,8053876649
TCEA,8,54019765,54024765,-,-0.65943545,5000,54022265,8054022265
RP11-30L15.6,8,54043129,54048129,-,-2.294151,5000,54045629,8054045629
LYPLA,8,54099517,54104517,-,-0.787191,5000,54102017,8054102017
MRPL15,8,54132710,54137710,+,-1.0502254,5000,54135210,8054135210
SOX17,8,54455435,54460435,+,2.8502388,5000,54457935,8054457935
RP11-53M11.3,8,54556260,54561260,+,-2.0185165,5000,54558760,8054558760
RP,8,54613567,54618567,+,-2.9571161,5000,54616067,8054616067
XKR4,8,55099889,55104889,+,-0.20222849,5000,55102389,8055102389
RP11-386G21.,8,55139858,55144858,-,-3.2201505,5000,55142358,8055142358
RP11-386G21.2,8,55158983,55163983,+,-3.7347236,5000,55161483,8055161483
RP11-628E19.2,8,55518477,55523477,-,-2.8416388,5000,55520977,8055520977
TGS,8,55770642,55775642,+,-0.33262512,5000,55773142,8055773142
TMEM68,8,55770907,55775907,-,-0.3132598,5000,55773407,8055773407
RP11-318K15.2,8,55891095,55896095,+,-2.0185165,5000,55893595,8055893595
LYN,8,55952596,55957596,+,-2.4546156,5000,55955096,8055955096
RP11-446E9.2,8,56010987,56015987,+,-2.1497612,5000,56013487,8056013487
RPS2,8,56072009,56077009,-,-0.814158,5000,56074509,8056074509
CTA-397H3.3,8,56072092,56077092,+,-0.787191,5000,56074592,8056074592
MOS,8,56111482,56116482,-,-2.7347236,5000,56113982,8056113982
RP11-140I16.3,8,56220188,56225188,+,-2.2201502,5000,56222688,8056222688
SDR16C5,8,56318182,56323182,-,-2.294151,5000,56320682,8056320682
RP11-17A4.2,8,56443307,56448307,+,0.48028934,5000,56445807,8056445807
PENK,8,56444234,56449234,-,0.4913445,5000,56446734,8056446734
RP11-17A4.3,8,56537934,56542934,-,-3.5420787,5000,56540434,8056540434
LINC00968,8,56557171,56562171,-,-3.7347236,5000,56559671,8056559671
RP11-17A4.4,8,56653965,56658965,-,-2.3721535,5000,56656465,8056656465
IMPAD,8,56991344,56996344,-,-0.8982223,5000,56993844,8056993844
RP11-513O17.2,8,57140203,57145203,+,-3.5420787,5000,57142703,8057142703
RP11-513O17.3,8,57258726,57263726,+,-2.5420785,5000,57261226,8057261226
LINC00588,8,57277043,57282043,+,-3.2201505,5000,57279543,8057279543
RP11-756K15.2,8,57341287,57346287,+,-3.3721535,5000,57343787,8057343787
RP11-246K15.,8,57490384,57495384,+,-2.3721535,5000,57492884,8057492884
CTD-2339F6.,8,57743649,57748649,+,-3.7347236,5000,57746149,8057746149
RP11-388G22.,8,57802529,57807529,-,-3.0826468,5000,57805029,8057805029
RP11-44D19.,8,57888309,57893309,-,-2.9571161,5000,57890809,8057890809
RP11-1112C15.,8,57975858,57980858,+,-3.7347236,5000,57978358,8057978358
FAM110B,8,57992054,57997054,+,-0.4976844,5000,57994554,8057994554
RP11-1112C15.2,8,58030182,58035182,-,-2.3721535,5000,58032682,8058032682
RP11-648L3.2,8,58103794,58108794,-,-1.5878822,5000,58106294,8058106294
RP11-716D16.,8,58269601,58274601,-,-2.7347236,5000,58272101,8058272101
UBXN2B,8,58408764,58413764,+,-1.6351879,5000,58411264,8058411264
CYP7A,8,58497736,58502736,-,-4.5420785,5000,58500236,8058500236
SDCBP,8,58550669,58555669,+,-1.1158137,5000,58553169,8058553169
NSMAF,8,58657344,58662344,-,-1.8982222,5000,58659844,8058659844
RP11-328K2.,8,58990438,58995438,-,-2.7347236,5000,58992938,8058992938
TOX,8,59116708,59121708,-,-0.45461562,5000,59119208,8059119208
RP11-25K19.,8,59116718,59121718,+,-0.45461562,5000,59119218,8059119218
RP11-379I19.,8,59591201,59596201,-,-3.0826468,5000,59593701,8059593701
RP11-379I19.3,8,59598878,59603878,+,-4.2201505,5000,59601378,8059601378
RP11-27P7.,8,60047087,60052087,+,-4.5420785,5000,60049587,8060049587
CA8,8,60278912,60283912,-,-1.0502254,5000,60281412,8060281412
LINC013,8,60411318,60416318,-,-1.6840974,5000,60413818,8060413818
RAB2A,8,60514357,60519357,+,-1.4546157,5000,60516857,8060516857
RP11-91I20.4,8,60550536,60555536,-,-2.294151,5000,60553036,8060553036
RP11-91I20.3,8,60633771,60638771,-,-4.2201505,5000,60636271,8060636271
RP11-91I20.2,8,60651061,60656061,-,0.101777695,5000,60653561,8060653561
RP11-91I20.,8,60658320,60663320,+,-2.7347236,5000,60660820,8060660820
CHD7,8,60676278,60681278,+,0.23928122,5000,60678778,8060678778
RP11-33I11.2,8,60807106,60812106,-,-2.3721535,5000,60809606,8060809606
AC022182.,8,60908090,60913090,+,-0.45461562,5000,60910590,8060910590
AC022182.3,8,60965275,60970275,-,-1.7871909,5000,60967775,8060967775
RP11-787D18.2,8,61289539,61294539,-,-1.957116,5000,61292039,8061292039
RP11-787D18.,8,61298569,61303569,-,-4.5420785,5000,61301069,8061301069
ASPH,8,61712096,61717096,-,-1.1845264,5000,61714596,8061714596
RP11-280G9.,8,61763469,61768469,-,-3.2201505,5000,61765969,8061765969
RP11-705O24.3,8,61822752,61827752,-,-1.4976845,5000,61825252,8061825252
RP11-705O24.,8,61876382,61881382,+,-2.9571161,5000,61878882,8061878882
RP11-705O24.2,8,61887339,61892339,+,-3.3721535,5000,61889839,8061889839
NKAIN3,8,62246442,62251442,+,0.057834353,5000,62248942,8062248942
RP11-577N1.,8,62471769,62476769,-,-1.8982222,5000,62474269,8062474269
RP11-659E9.2,8,63010568,63015568,+,-2.5420785,5000,63013068,8063013068
RP11-659E9.4,8,63021872,63026872,+,-3.9571161,5000,63024372,8063024372
GGH,8,63036671,63041671,-,-0.92736864,5000,63039171,8063039171
TTPA,8,63083553,63088553,-,0.027777117,5000,63086053,8063086053
RP11-16E18.3,8,63213481,63218481,+,-2.4546156,5000,63215981,8063215981
CTD-3046C4.,8,63415430,63420430,-,-2.4546156,5000,63417930,8063417930
RP11-45K10.2,8,63463349,63468349,+,-1.8982222,5000,63465849,8063465849
RP11-573J24.,8,63583500,63588500,+,-3.0826468,5000,63586000,8063586000
RP11-579E24.2,8,63702256,63707256,+,-1.7347237,5000,63704756,8063704756
LINC01289,8,63766930,63771930,+,-2.2201502,5000,63769430,8063769430
BHLHE22,8,64577867,64582867,+,2.529384,5000,64580367,8064580367
RP11-21C4.,8,64579388,64584388,-,2.429465,5000,64581888,8064581888
RP11-1D12.,8,64731959,64736959,-,-2.4546156,5000,64734459,8064734459
CYP7B,8,64796261,64801261,-,-1.294151,5000,64798761,8064798761
RP11-1D12.2,8,64815073,64820073,-,-1.957116,5000,64817573,8064817573
LINC01299,8,65560280,65565280,-,-1.4546157,5000,65562780,8065562780
CTD-3025N20.3,8,65589972,65594972,-,-1.8982222,5000,65592472,8065592472
ARMC,8,65631707,65636707,-,-2.1497612,5000,65634207,8065634207
RP11-707M3.3,8,65712278,65717278,-,-2.2201502,5000,65714778,8065714778
PDE7A,8,65839452,65844452,-,-0.2566763,5000,65841952,8065841952
CTD-2532N20.,8,65840252,65845252,+,-0.2566763,5000,65842752,8065842752
AC084082.3,8,66110787,66115787,+,-1.294151,5000,66113287,8066113287
CRH,8,66176225,66181225,-,-0.95711595,5000,66178725,8066178725
LINC00967,8,66189611,66194611,+,-4.2201505,5000,66192111,8066192111
RRS,8,66426528,66431528,+,-0.65943545,5000,66429028,8066429028
ADHFE,8,66429986,66434986,+,-0.73472357,5000,66432486,8066432486
C8orf46,8,66490708,66495708,+,-2.0185165,5000,66493208,8066493208
MYBL,8,66610749,66615749,-,-0.37215346,5000,66613249,8066613249
VCPIP,8,66664717,66669717,-,-0.3923314,5000,66667217,8066667217
C8orf44-SGK3,8,66665116,66670116,+,-0.43355402,5000,66667616,8066667616
C8orf44,8,66673719,66678719,+,-2.5420785,5000,66676219,8066676219
TCF24,8,66960090,66965090,-,1.5768627,5000,66962590,8066962590
PPP1R42,8,67026051,67031051,-,-1.3721535,5000,67028551,8067028551
COPS5,8,67059817,67064817,-,-0.20222849,5000,67062317,8067062317
CSPP,8,67061868,67066868,+,-0.13268755,5000,67064368,8067064368
RP11-7F18.2,8,67341475,67346475,+,-0.8982223,5000,67343975,8067343975
RP11-396J6.,8,67730087,67735087,+,-1.3326252,5000,67732587,8067732587
CPA6,8,67743845,67748845,-,-2.0826468,5000,67746345,8067746345
PREX2,8,67949618,67954618,+,-1.957116,5000,67952118,8067952118
RP11-403D15.2,8,68092581,68097581,-,-1.4976845,5000,68095081,8068095081
C8orf34,8,68328222,68333222,+,-0.58788216,5000,68330722,8068330722
RP11-664D7.4,8,68328991,68333991,-,-0.6351879,5000,68331491,8068331491
RP11-865I6.2,8,68850263,68855263,-,-2.3721535,5000,68852763,8068852763
RP11-600K15.,8,69101690,69106690,-,-2.8416388,5000,69104190,8069104190
RP11-21C17.,8,69175689,69180689,-,-3.7347236,5000,69178189,8069178189
RP11-744J10.3,8,69445460,69450460,-,-1.8982222,5000,69447960,8069447960
RP11-102F4.2,8,69710890,69715890,+,-4.2201505,5000,69713390,8069713390
SLCO5A,8,69832564,69837564,-,-0.3132598,5000,69835064,8069835064
RP11-159H10.3,8,69840799,69845799,+,-2.2201502,5000,69843299,8069843299
RP11-449M6.3,8,69935668,69940668,+,-2.294151,5000,69938168,8069938168
PRDM14,8,70068827,70073827,-,0.14442204,5000,70071327,8070071327
NCOA2,8,70401305,70406305,-,-0.43355402,5000,70403805,8070403805
RP11-333A23.4,8,70468634,70473634,+,-2.6351879,5000,70471134,8070471134
RP11-333A23.3,8,70478123,70483123,-,-3.0826468,5000,70480623,8070480623
TRAM,8,70605869,70610869,-,-0.68409747,5000,70608369,8070608369
RP11-382J12.,8,70606077,70611077,+,-0.68409747,5000,70608577,8070608577
LACTB2,8,70666657,70671657,-,-1.2201505,5000,70669157,8070669157
RP11-326E22.,8,71152957,71157957,+,-6.5420785,5000,71155457,8071155457
EYA,8,71359732,71364732,-,-2.2201502,5000,71362232,8071362232
RP11-1102P16.,8,71545157,71550157,-,-1.0826468,5000,71547657,8071547657
RP11-1144P22.,8,71672877,71677877,+,0.69632626,5000,71675377,8071675377
RP11-281N10.,8,71790375,71795375,-,-2.0826468,5000,71792875,8071792875
RP11-383H13.,8,71840623,71845623,+,1.8066497,5000,71843123,8071843123
MSC,8,71841968,71846968,-,1.7753341,5000,71844468,8071844468
TRPA,8,72073117,72078117,-,-0.73472357,5000,72075617,8072075617
RP11-142A23.,8,72193834,72198834,+,-3.7347236,5000,72196334,8072196334
RP11-351E7.,8,72459811,72464811,+,-3.2201505,5000,72462311,8072462311
KCNB2,8,72534891,72539891,+,-0.47598928,5000,72537391,8072537391
RP11-313C15.,8,72729545,72734545,+,-2.6351879,5000,72732045,8072732045
RP11-1145L24.,8,72879240,72884240,-,0.057834353,5000,72881740,8072881740
RP11-531A24.3,8,72944650,72949650,+,-2.5420785,5000,72947150,8072947150
TERF,8,73006364,73011364,+,-0.13268755,5000,73008864,8073008864
RP11-531A24.7,8,73040846,73045846,-,-1.957116,5000,73043346,8073043346
RP11-531A24.5,8,73049678,73054678,+,-1.7347237,5000,73052178,8073052178
RP11-956J14.,8,73083379,73088379,-,-2.2201502,5000,73085879,8073085879
SBSPON,8,73090772,73095772,-,-0.45461562,5000,73093272,8073093272
RPL7,8,73291398,73296398,-,0.34056455,5000,73293898,8073293898
RDH,8,73292112,73297112,+,0.37678474,5000,73294612,8073294612
RP11-434I12.2,8,73353961,73358961,-,-3.3721535,5000,73356461,8073356461
RP11-434I12.3,8,73356413,73361413,+,-2.1497612,5000,73358913,8073358913
RP11-434I12.4,8,73366795,73371795,-,-2.8416388,5000,73369295,8073369295
RP11-463D19.,8,73667941,73672941,+,-2.7347236,5000,73670441,8073670441
STAU2,8,73744437,73749437,-,-0.27529195,5000,73746937,8073746937
RP11-463D19.2,8,73876354,73881354,-,-0.787191,5000,73878854,8073878854
UBE2W,8,73876410,73881410,-,-0.787191,5000,73878910,8073878910
TCEB,8,73969747,73974747,-,-1.4127955,5000,73972247,8073972247
TMEM7,8,73973709,73978709,+,-1.1158137,5000,73976209,8073976209
LY96,8,73988852,73993852,+,-1.6840974,5000,73991352,8073991352
RP11-6I2.3,8,74049840,74054840,+,-2.6351879,5000,74052340,8074052340
RP11-6I2.4,8,74101016,74106016,+,-3.2201505,5000,74103516,8074103516
RP1-16A9.,8,74196896,74201896,+,-2.5420785,5000,74199396,8074199396
JPH,8,74318828,74323828,-,-0.14976107,5000,74321328,8074321328
CTD-2320G14.2,8,74347550,74352550,-,-1.8982222,5000,74350050,8074350050
GDAP,8,74347882,74352882,+,-1.7871909,5000,74350382,8074350382
FLJ3908,8,74597366,74602366,+,-0.37215346,5000,74599866,8074599866
RP11-730G20.,8,74630820,74635820,-,-2.1497612,5000,74633320,8074633320
PI15,8,74822286,74827286,+,-1.8982222,5000,74824786,8074824786
RP11-758M4.4,8,74864439,74869439,-,-0.2201504,5000,74866939,8074866939
RP11-3N13.2,8,74893802,74898802,-,-2.0826468,5000,74896302,8074896302
CRISPLD,8,74982015,74987015,+,-1.1845264,5000,74984515,8074984515
RP11-300E4.2,8,75026960,75031960,-,-2.8416388,5000,75029460,8075029460
RP11-697M17.2,8,75174156,75179156,-,-2.3721535,5000,75176656,8075176656
CASC9,8,75275961,75280961,-,-0.45461562,5000,75278461,8075278461
HNF4G,8,75537369,75542369,+,-1.957116,5000,75539869,8075539869
RP11-706J10.2,8,76401498,76406498,+,-2.1497612,5000,76403998,8076403998
LINC01109,8,76401558,76406558,+,-2.1497612,5000,76404058,8076404058
LINC,8,76404154,76409154,+,-2.6351879,5000,76406654,8076406654
RP11-115I9.,8,76576845,76581845,-,-2.7347236,5000,76579345,8076579345
ZFHX4,8,76678739,76683739,+,1.0125104,5000,76681239,8076681239
RP11-48D4.2,8,76902091,76907091,+,-3.0826468,5000,76904591,8076904591
PEX2,8,76997726,77002726,-,-0.814158,5000,77000226,8077000226
RP11-38H17.,8,77396572,77401572,+,-1.7347237,5000,77399072,8077399072
RP11-91P17.,8,78149822,78154822,+,-1.4127955,5000,78152322,8078152322
PKIA,8,78513639,78518639,+,-1.2566763,5000,78516139,8078516139
RP11-594N15.2,8,78556003,78561003,-,-2.7347236,5000,78558503,8078558503
RP11-594N15.3,8,78603452,78608452,+,-2.2201502,5000,78605952,8078605952
ZC2HC1A,8,78663547,78668547,+,-0.98748964,5000,78666047,8078666047
RP11-79H23.3,8,78835029,78840029,+,-2.9571161,5000,78837529,8078837529
RP11-1114I9.,8,79295217,79300217,+,-3.7347236,5000,79297717,8079297717
STMN2,8,79608314,79613314,+,0.116133,5000,79610814,8079610814
HEY,8,79765363,79770363,-,0.8673125,5000,79767863,8079767863
RP11-27N21.3,8,79765642,79770642,+,0.8066496,5000,79768142,8079768142
RP11-26J3.,8,79869237,79874237,-,-2.4546156,5000,79871737,8079871737
RP11-26J3.3,8,79954881,79959881,-,-2.5420785,5000,79957381,8079957381
MRPS28,8,80027771,80032771,-,-0.73472357,5000,80030271,8080030271
RP11-92K15.3,8,80030800,80035800,-,-2.0185165,5000,80033300,8080033300
RP11-26J3.4,8,80078275,80083275,-,-1.4976845,5000,80080775,8080080775
RP11-92K15.,8,80120352,80125352,+,-2.8416388,5000,80122852,8080122852
TPD52,8,80169159,80174159,-,-0.65943545,5000,80171659,8080171659
RP11-941H19.3,8,80263654,80268654,+,-2.9571161,5000,80266154,8080266154
RP11-48B3.5,8,80483119,80488119,-,-0.018516535,5000,80485619,8080485619
ZBTB,8,80483167,80488167,+,-0.018516535,5000,80485667,8080485667
RP11-48B3.3,8,80536635,80541635,-,-2.3721535,5000,80539135,8080539135
RP11-48B3.4,8,80538800,80543800,+,-2.2201502,5000,80541300,8080541300
ZNF704,8,80872281,80877281,-,0.4237058,5000,80874781,8080874781
RP11-172E10.,8,81034464,81039464,+,-2.1497612,5000,81036964,8081036964
RP11-1149M10.,8,81056023,81061023,+,-1.8416387,5000,81058523,8081058523
PAG,8,81109568,81114568,-,-0.8982223,5000,81112068,8081112068
RP11-1149M10.2,8,81151830,81156830,+,-2.4546156,5000,81154330,8081154330
RP11-363E6.4,8,81275070,81280070,-,-2.5420785,5000,81277570,8081277570
FABP5,8,81277863,81282863,+,-1.3721535,5000,81280363,8081280363
RP11-363E6.3,8,81278946,81283946,-,-1.5878822,5000,81281446,8081281446
RP11-157I4.4,8,81436936,81441936,+,-3.0826468,5000,81439436,8081439436
PMP2,8,81445023,81450023,-,-1.8416387,5000,81447523,8081447523
FABP9,8,81459079,81464079,-,-2.9571161,5000,81461579,8081461579
FABP4,8,81480763,81485763,-,-1.1497611,5000,81483263,8081483263
RP11-257P3.3,8,81519135,81524135,+,-3.9571161,5000,81521635,8081521635
FABP12,8,81528878,81533878,-,-2.7347236,5000,81531378,8081531378
IMPA,8,81684193,81689193,-,-1.4976845,5000,81686693,8081686693
SLC10A5,8,81693674,81698674,-,-3.5420787,5000,81696174,8081696174
RP13-923O23.7,8,81693868,81698868,+,-3.5420787,5000,81696368,8081696368
CHMP4C,8,81729934,81734934,+,-2.5420785,5000,81732434,8081732434
RP13-923O23.6,8,81789323,81794323,+,-2.294151,5000,81791823,8081791823
SNX16,8,81839804,81844804,-,-1.1845264,5000,81842304,8081842304
RP11-354A14.,8,81882877,81887877,+,-3.0826468,5000,81885377,8081885377
RP11-99H20.,8,82158077,82163077,-,-2.294151,5000,82160577,8082160577
RP11-653B10.,8,82674653,82679653,-,-2.0826468,5000,82677153,8082677153
CTD-2272D18.,8,82909604,82914604,+,-2.0185165,5000,82912104,8082912104
RP11-731N10.,8,82956196,82961196,-,-2.3721535,5000,82958696,8082958696
LINC01419,8,83401258,83406258,+,-2.9571161,5000,83403758,8083403758
RP11-120I21.2,8,83910213,83915213,+,-2.7347236,5000,83912713,8083912713
RALYL,8,84180843,84185843,+,0.101777695,5000,84183343,8084183343
LRRCC,8,85104647,85109647,+,-1.5420785,5000,85107147,8085107147
RP11-219B4.7,8,85174541,85179541,-,-0.86965317,5000,85177041,8085177041
E2F5,8,85174887,85179887,+,-0.814158,5000,85177387,8085177387
RP11-219B4.3,8,85175650,85180650,-,-0.787191,5000,85178150,8085178150
RP11-219B4.5,8,85226516,85231516,-,-2.9571161,5000,85229016,8085229016
CA13,8,85243027,85248027,+,-1.8982222,5000,85245527,8085245527
RP11-219B4.6,8,85247348,85252348,-,-2.5420785,5000,85249848,8085249848
CA,8,85376514,85381514,-,-3.2201505,5000,85379014,8085379014
CA3,8,85436327,85441327,+,-1.7347237,5000,85438827,8085438827
CA2,8,85461352,85466352,+,-1.4546157,5000,85463852,8085463852
RP11-317J10.2,8,85462415,85467415,-,-1.0502254,5000,85464915,8085464915
RP11-317J10.4,8,85521399,85526399,+,-2.8416388,5000,85523899,8085523899
CTA-392E5.,8,85837205,85842205,+,-3.7347236,5000,85839705,8085839705
PSKH2,8,86067197,86072197,-,-1.3326252,5000,86069697,8086069697
ATP6V0D2,8,86096337,86101337,+,-3.2201505,5000,86098837,8086098837
CTD-3118D11.2,8,86151725,86156725,-,-2.7347236,5000,86154225,8086154225
CTD-3118D11.3,8,86177918,86182918,+,-2.2201502,5000,86180418,8086180418
SLC7A13,8,86227881,86232881,-,-2.6351879,5000,86230381,8086230381
WWP,8,86340238,86345238,+,-1.294151,5000,86342738,8086342738
CTD-2284J15.,8,86340814,86345814,-,-1.2201505,5000,86343314,8086343314
RMDN,8,86506280,86511280,-,-1.5420785,5000,86508780,8086508780
CPNE3,8,86511927,86516927,+,-1.8982222,5000,86514427,8086514427
RP11-386D6.,8,86705047,86710047,+,-1.957116,5000,86707547,8086707547
CNGB3,8,86741175,86746175,-,-2.9571161,5000,86743675,8086743675
RP11-386D6.2,8,86763435,86768435,+,-2.8416388,5000,86765935,8086765935
CNBD,8,86863945,86868945,+,-2.7347236,5000,86866445,8086866445
AF121898.3,8,87753218,87758218,-,-1.4976845,5000,87755718,8087755718
DCAF4L2,8,87871568,87876568,-,-2.294151,5000,87874068,8087874068
CTB-118P15.2,8,87971665,87976665,+,-2.4546156,5000,87974165,8087974165
MMP16,8,88324988,88329988,-,-0.47598928,5000,88327488,8088327488
RP11-642C5.,8,88806408,88811408,-,-2.9571161,5000,88808908,8088808908
RP11-37B2.,8,89755227,89760227,-,-0.5420785,5000,89757727,8089757727
RIPK2,8,89755247,89760247,+,-0.5420785,5000,89757747,8089757747
OSGIN2,8,89900034,89905034,+,-0.35225394,5000,89902534,8089902534
NBN,8,89982216,89987216,-,-1.2566763,5000,89984716,8089984716
DECR,8,89998905,90003905,+,-1.1158137,5000,90001405,8090001405
CALB,8,90080379,90085379,-,-1.7871909,5000,90082879,8090082879
LINC00534,8,90218988,90223988,+,-2.9571161,5000,90221488,8090221488
LINC0103,8,90603565,90608565,-,-2.294151,5000,90606065,8090606065
AB015752.3,8,90617570,90622570,-,-2.0826468,5000,90620070,8090620070
TMEM64,8,90643583,90648583,-,-0.814158,5000,90646083,8090646083
RP11-68L18.,8,90643941,90648941,+,-0.814158,5000,90646441,8090646441
NECAB,8,90789050,90794050,+,-1.1497611,5000,90791550,8090791550
RP11-662G23.,8,90856740,90861740,-,-2.2201502,5000,90859240,8090859240
C8orf88,8,90982757,90987757,-,-0.68409747,5000,90985257,8090985257
GS1-251I9.3,8,91014088,91019088,+,-1.8982222,5000,91016588,8091016588
TMEM55A,8,91038564,91043564,-,-1.3326252,5000,91041064,8091041064
GS1-251I9.2,8,91042262,91047262,-,-2.6351879,5000,91044762,8091044762
LRRC69,8,91100145,91105145,+,-2.1497612,5000,91102645,8091102645
SLC26A7,8,91207000,91212000,+,-2.8416388,5000,91209500,8091209500
RP11-122C21.,8,91905119,91910119,-,-1.6351879,5000,91907619,8091907619
GS1-5L10.,8,91973408,91978408,+,-2.0185165,5000,91975908,8091975908
RUNX1T,8,92100726,92105726,-,-0.09913499,5000,92103226,8092103226
RP11-700E23.2,8,92411145,92416145,-,-1.8416387,5000,92413645,8092413645
RP11-700E23.,8,92419298,92424298,-,-2.2201502,5000,92421798,8092421798
RP11-587H10.,8,92507316,92512316,-,-3.0826468,5000,92509816,8092509816
RP11-587H10.2,8,92652994,92657994,-,-2.5420785,5000,92655494,8092655494
RP11-100L22.,8,92666388,92671388,+,-2.6351879,5000,92668888,8092668888
RP11-100L22.4,8,92722611,92727611,-,-2.9571161,5000,92725111,8092725111
RP11-100L22.3,8,92763202,92768202,+,-2.6351879,5000,92765702,8092765702
FLJ46284,8,92875137,92880137,-,-2.7347236,5000,92877637,8092877637
CTD-3239E11.2,8,92880484,92885484,+,-2.3721535,5000,92882984,8092882984
TRIQK,8,92963645,92968645,-,-1.6840974,5000,92966145,8092966145
C8orf87,8,93164350,93169350,-,-2.8416388,5000,93166850,8093166850
RP11-388K12.,8,93232378,93237378,-,-6.6940813,5000,93234878,8093234878
RP11-388K12.2,8,93257167,93262167,+,-3.2201505,5000,93259667,8093259667
LINC00535,8,93697933,93702933,-,-0.86965317,5000,93700433,8093700433
FAM92A,8,93698007,93703007,+,-0.92736864,5000,93700507,8093700507
CTD-2006H14.2,8,93713613,93718613,-,-2.5420785,5000,93716113,8093716113
RP11-10N23.2,8,93717074,93722074,+,-2.0826468,5000,93719574,8093719574
RP11-10N23.4,8,93730716,93735716,+,-1.8982222,5000,93733216,8093733216
RP11-10N23.5,8,93738693,93743693,+,-1.0185165,5000,93741193,8093741193
TMEM67,8,93752357,93757357,+,-1.5420785,5000,93754857,8093754857
RP3-388N13.3,8,93844243,93849243,-,-1.7347237,5000,93846743,8093846743
MIR378D2,8,93914182,93919182,-,-0.37215346,5000,93916682,8093916682
PDP,8,93914355,93919355,+,-0.33262512,5000,93916855,8093916855
KB-1184D12.,8,94101822,94106822,-,-2.5420785,5000,94104322,8094104322
CDH17,8,94206087,94211087,-,-2.2201502,5000,94208587,8094208587
RP11-267M23.,8,94427388,94432388,-,-2.3721535,5000,94429888,8094429888
FSBP,8,94434442,94439442,-,-1.8416387,5000,94436942,8094436942
RAD54B,8,94472582,94477582,-,-1.4546157,5000,94475082,8094475082
RP11-267M23.3,8,94531128,94536128,+,-2.8416388,5000,94533628,8094533628
KIAA1429,8,94551023,94556023,-,-1.1845264,5000,94553523,8094553523
RP11-267M23.4,8,94551222,94556222,+,-1.294151,5000,94553722,8094553722
RP11-22C11.2,8,94636967,94641967,-,0.5347371,5000,94639467,8094639467
ESRP,8,94638629,94643629,+,0.5347371,5000,94641129,8094641129
DPY19L4,8,94717400,94722400,+,-1.1497611,5000,94719900,8094719900
INTS8,8,94820799,94825799,+,-0.8416388,5000,94823299,8094823299
RP11-347C18.5,8,94882109,94887109,+,-1.7871909,5000,94884609,8094884609
CCNE2,8,94894178,94899178,-,-0.03428385,5000,94896678,8094896678
TP53INP,8,94946911,94951911,-,-0.06634506,5000,94949411,8094949411
RP11-347C18.3,8,94947537,94952537,+,-0.03428385,5000,94950037,8094950037
NDUFAF6,8,94955508,94960508,+,-4.957116,5000,94958008,8094958008
RP11-320N21.,8,95070420,95075420,-,-2.294151,5000,95072920,8095072920
RP11-320N21.2,8,95085424,95090424,-,-3.3721535,5000,95087924,8095087924
PLEKHF2,8,95131304,95136304,+,-0.3923314,5000,95133804,8095133804
LINC01298,8,95213874,95218874,-,-2.6351879,5000,95216374,8095216374
C8orf37,8,95266701,95271701,-,-1.1158137,5000,95269201,8095269201
RP11-90D11.,8,95502906,95507906,+,-1.8416387,5000,95505406,8095505406
RP11-31K23.2,8,95990603,95995603,-,-2.4546156,5000,95993103,8095993103
KB-1043D8.8,8,96138444,96143444,-,-1.957116,5000,96140944,8096140944
GDF6,8,96158292,96163292,-,2.2652764,5000,96160792,8096160792
KB-1043D8.6,8,96232927,96237927,+,-1.1845264,5000,96235427,8096235427
UQCRB,8,96233134,96238134,-,-1.1158137,5000,96235634,8096235634
MTERF3,8,96259110,96264110,-,-1.0826468,5000,96261610,8096261610
PTDSS,8,96259215,96264215,+,-1.0826468,5000,96261715,8096261715
KB-1448A5.,8,96384938,96389938,-,-3.7347236,5000,96387438,8096387438
SDC2,8,96490851,96495851,+,-0.20222849,5000,96493351,8096493351
CPQ,8,96642727,96647727,+,-1.5420785,5000,96645227,8096645227
KB-1958F4.2,8,97130879,97135879,-,-2.8416388,5000,97133379,8097133379
